"Kod";"Nazwa";"zameldowania ogółem;ogółem;2008;[osoba]";"zameldowania z miast;ogółem;2008;[osoba]";"zameldowania ze wsi;ogółem;2008;[osoba]";"wymeldowania ogółem;ogółem;2008;[osoba]";"wymeldowania do miast;ogółem;2008;[osoba]";"wymeldowania na wieś;ogółem;2008;[osoba]";"wymeldowania za granicę;ogółem;2008;[osoba]";"saldo migracji;ogółem;2008;[osoba]";"saldo migracji na 1000 ludności;ogółem;2008;[osoba]";
0403052;"Nowa Wieś Wielka (2)";296;244;50;78;46;32;0;218;25,2;
0403062;"Osielsko (2)";522;446;74;143;103;40;0;379;36,7;
0403072;"Sicienko (2)";192;161;30;111;71;37;3;81;8,8;
0403083;"Solec Kujawski (3)";278;201;75;201;104;81;16;77;4,7;
0403084;"Solec Kujawski - miasto (4)";242;169;72;175;82;77;16;67;4,4;
0403085;"Solec Kujawski - obszar wiejski (5)";36;32;3;26;22;4;0;10;9,4;
0404000;"Powiat chełmiński";538;258;264;600;274;285;41;-62;-1,2;
0404011;"Chełmno (1)";199;87;104;225;106;101;18;-26;-1,3;
0404022;"Chełmno (2)";72;48;22;50;34;12;4;22;4,2;
0404032;"Kijewo Królewskie (2)";27;12;15;53;30;23;0;-26;-6,0;
0404042;"Lisewo (2)";52;20;32;59;33;26;0;-7;-1,3;
0404052;"Papowo Biskupie (2)";49;20;28;71;25;42;4;-22;-5,0;
0404062;"Stolno (2)";61;34;26;64;23;39;2;-3;-0,6;
0404072;"Unisław (2)";78;37;37;78;23;42;13;0;0,0;
0405000;"Powiat golubsko-dobrzyński";616;296;314;676;325;346;5;-60;-1,3;
0405011;"Golub-Dobrzyń (1)";178;46;128;200;49;150;1;-22;-1,7;
0405022;"Ciechocin (2)";53;24;29;30;13;17;0;23;5,8;
0405032;"Golub-Dobrzyń (2)";154;115;39;164;110;54;0;-10;-1,2;
0405043;"Kowalewo Pomorskie (3)";131;59;71;162;79;79;4;-31;-2,7;
0405044;"Kowalewo Pomorskie - miasto (4)";52;15;37;69;24;43;2;-17;-4,2;
0405045;"Kowalewo Pomorskie - obszar wiejski (5)";79;44;34;93;55;36;2;-14;-1,9;
0405052;"Radomin (2)";39;21;17;58;32;26;0;-19;-4,6;
0405062;"Zbójno (2)";61;31;30;62;42;20;0;-1;-0,2;
0406000;"Powiat grudziądzki";639;378;247;716;460;240;16;-77;-2,0;
0406012;"Grudziądz (2)";313;259;46;263;188;68;7;50;4,7;
0406022;"Gruta (2)";74;43;29;107;73;30;4;-33;-5,1;
0406033;"Łasin (3)";86;21;65;127;68;59;0;-41;-5,0;
0406034;"Łasin - miasto (4)";56;6;50;42;23;19;0;14;4,3;
0406035;"Łasin - obszar wiejski (5)";30;15;15;85;45;40;0;-55;-11,2;
0406043;"Radzyń Chełmiński (3)";45;16;28;87;52;33;2;-42;-8,6;
0406044;"Radzyń Chełmiński - miasto (4)";24;7;16;34;18;16;0;-10;-5,2;
0406045;"Radzyń Chełmiński - obszar wiejski (5)";21;9;12;53;34;17;2;-32;-10,9;
0406052;"Rogóźno (2)";86;27;57;70;38;29;3;16;3,9;
0406062;"Świecie nad Osą (2)";35;12;22;62;41;21;0;-27;-6,3;
0407000;"Powiat inowrocławski";1625;924;682;1970;1041;855;74;-345;-2,1;
0407011;"Inowrocław (1)";581;310;268;742;363;338;41;-161;-2,1;
0407022;"Dąbrowa Biskupia (2)";51;24;25;67;26;41;0;-16;-3,1;
0407033;"Gniewkowo (3)";198;112;82;188;96;84;8;10;0,7;
0407034;"Gniewkowo - miasto (4)";93;53;38;82;33;43;6;11;1,5;
0407035;"Gniewkowo - obszar wiejski (5)";105;59;44;106;63;41;2;-1;-0,1;
0407042;"Inowrocław (2)";183;149;33;182;110;72;0;1;0,1;
0407053;"Janikowo (3)";155;76;78;182;110;58;14;-27;-2,0;
0407054;"Janikowo - miasto (4)";91;45;45;92;50;37;5;-1;-0,1;
0407055;"Janikowo - obszar wiejski (5)";64;31;33;90;60;21;9;-26;-5,8;
0407063;"Kruszwica (3)";202;113;86;307;179;126;2;-105;-5,3;
0407064;"Kruszwica - miasto (4)";84;26;57;145;70;73;2;-61;-6,6;
0407065;"Kruszwica - obszar wiejski (5)";118;87;29;162;109;53;0;-44;-4,2;
0407073;"Pakość (3)";84;50;31;146;77;65;4;-62;-6,3;
0407074;"Pakość - miasto (4)";42;21;19;86;47;38;1;-44;-7,6;
0407075;"Pakość - obszar wiejski (5)";42;29;12;60;30;27;3;-18;-4,3;
0407082;"Rojewo (2)";55;31;24;62;37;25;0;-7;-1,5;
0407092;"Złotniki Kujawskie (2)";116;59;55;94;43;46;5;22;2,4;
0408000;"Powiat lipnowski";596;240;352;825;418;398;9;-229;-3,5;
0408011;"Lipno (1)";114;34;78;172;86;86;0;-58;-3,9;
0408022;"Bobrowniki (2)";18;8;10;43;24;19;0;-25;-8,3;
0408032;"Chrostkowo (2)";26;7;18;48;21;27;0;-22;-7,3;
0408043;"Dobrzyń nad Wisłą (3)";73;31;41;97;43;48;6;-24;-3,0;
0408044;"Dobrzyń nad Wisłą - miasto (4)";25;11;13;19;7;12;0;6;2,7;
0408045;"Dobrzyń nad Wisłą - obszar wiejski (5)";48;20;28;78;36;36;6;-30;-5,3;
0408052;"Kikół (2)";60;26;34;77;36;41;0;-17;-2,4;
0408062;"Lipno (2)";108;66;42;120;64;56;0;-12;-1,1;
0408073;"Skępe (3)";93;39;54;117;56;58;3;-24;-3,2;
0408074;"Skępe - miasto (4)";41;15;26;55;24;28;3;-14;-4,0;
0408075;"Skępe - obszar wiejski (5)";52;24;28;62;32;30;0;-10;-2,5;
0408082;"Tłuchowo (2)";37;10;27;54;29;25;0;-17;-3,7;
0408092;"Wielgie (2)";67;19;48;97;59;38;0;-30;-4,6;
0409000;"Powiat mogileński";505;243;255;552;273;272;7;-47;-1,0;
0409012;"Dąbrowa (2)";26;17;9;60;28;32;0;-34;-7,2;
0409022;"Jeziora Wielkie (2)";77;39;38;46;17;29;0;31;6,2;
0409033;"Mogilno (3)";298;142;150;294;141;147;6;4;0,2;
0409034;"Mogilno - miasto (4)";153;38;111;155;48;102;5;-2;-0,2;
0409035;"Mogilno - obszar wiejski (5)";145;104;39;139;93;45;1;6;0,5;
0409043;"Strzelno (3)";104;45;58;152;87;64;1;-48;-3,9;
0409044;"Strzelno - miasto (4)";44;11;32;68;30;38;0;-24;-4,0;
0409045;"Strzelno - obszar wiejski (5)";60;34;26;84;57;26;1;-24;-3,8;
0410000;"Powiat nakielski";1145;641;493;1204;644;523;37;-59;-0,7;
0410013;"Kcynia (3)";141;75;63;185;110;75;0;-44;-3,2;
0410014;"Kcynia - miasto (4)";46;16;28;64;36;28;0;-18;-3,8;
0410015;"Kcynia - obszar wiejski (5)";95;59;35;121;74;47;0;-26;-2,9;
0410023;"Mrocza (3)";169;57;111;175;101;69;5;-6;-0,6;
0410024;"Mrocza - miasto (4)";91;20;70;69;22;42;5;22;5,1;
0410025;"Mrocza - obszar wiejski (5)";78;37;41;106;79;27;0;-28;-5,7;
0410033;"Nakło nad Notecią (3)";391;219;169;475;239;229;7;-84;-2,6;
0410034;"Nakło nad Notecią - miasto (4)";184;66;116;258;97;159;2;-74;-3,8;
0410035;"Nakło nad Notecią - obszar wiejski (5)";207;153;53;217;142;70;5;-10;-0,8;
0410042;"Sadki (2)";86;41;43;96;53;34;9;-10;-1,4;
0410053;"Szubin (3)";358;249;107;273;141;116;16;85;3,7;
0410054;"Szubin - miasto (4)";82;37;43;123;45;67;11;-41;-4,4;
0410055;"Szubin - obszar wiejski (5)";276;212;64;150;96;49;5;126;9,2;
0411000;"Powiat radziejowski";401;131;268;534;292;232;10;-133;-3,2;
0411011;"Radziejów (1)";67;9;56;95;36;56;3;-28;-4,8;
0411022;"Bytoń (2)";34;12;22;43;29;14;0;-9;-2,4;
0411032;"Dobre (2)";47;18;29;56;36;20;0;-9;-1,6;
0411042;"Osięciny (2)";57;18;39;84;52;30;2;-27;-3,3;
0411053;"Piotrków Kujawski (3)";99;25;74;139;76;58;5;-40;-4,2;
0411054;"Piotrków Kujawski - miasto (4)";60;18;42;45;23;18;4;15;3,4;
0411055;"Piotrków Kujawski - obszar wiejski (5)";39;7;32;94;53;40;1;-55;-11,0;
0411062;"Radziejów (2)";60;37;23;49;33;16;0;11;2,5;
0411072;"Topólka (2)";37;12;25;68;30;38;0;-31;-6,2;
0412000;"Powiat rypiński";470;199;269;610;326;269;15;-140;-3,2;
0412011;"Rypin (1)";163;48;114;226;92;122;12;-63;-3,8;
0412022;"Brzuze (2)";88;42;45;93;57;36;0;-5;-0,9;
0412032;"Rogowo (2)";48;15;33;67;36;31;0;-19;-4,1;
0412042;"Rypin (2)";97;59;38;132;89;43;0;-35;-4,7;
0412052;"Skrwilno (2)";39;12;27;54;32;19;3;-15;-2,5;
0412062;"Wąpielsk (2)";35;23;12;38;20;18;0;-3;-0,7;
0413000;"Powiat sępoleński";468;193;262;649;344;264;41;-181;-4,4;
0413013;"Kamień Krajeński (3)";101;38;63;129;75;51;3;-28;-4,1;
0413014;"Kamień Krajeński - miasto (4)";52;23;29;33;18;15;0;19;8,2;
0413015;"Kamień Krajeński - obszar wiejski (5)";49;15;34;96;57;36;3;-47;-10,3;
0413023;"Sępólno Krajeńskie (3)";191;83;104;250;117;104;29;-59;-3,7;
0413024;"Sępólno Krajeńskie - miasto (4)";90;28;59;146;63;66;17;-56;-6,1;
0413025;"Sępólno Krajeńskie - obszar wiejski (5)";101;55;45;104;54;38;12;-3;-0,5;
0413032;"Sośno (2)";44;19;24;96;51;45;0;-52;-10,2;
0413043;"Więcbork (3)";132;53;71;174;101;64;9;-42;-3,2;
0413044;"Więcbork - miasto (4)";49;13;30;74;36;34;4;-25;-4,3;
0413045;"Więcbork - obszar wiejski (5)";83;40;41;100;65;30;5;-17;-2,3;
0414000;"Powiat świecki";1135;566;541;1284;570;653;61;-149;-1,5;
0414012;"Bukowiec (2)";60;23;37;72;38;32;2;-12;-2,3;
0414022;"Dragacz (2)";116;78;30;117;83;27;7;-1;-0,1;
0414032;"Drzycim (2)";46;22;22;84;33;48;3;-38;-7,6;
0414042;"Jeżewo (2)";126;85;40;81;35;45;1;45;5,7;
0414052;"Lniano (2)";48;18;28;42;14;26;2;6;1,5;
0414063;"Nowe (3)";73;32;40;122;54;52;16;-49;-4,6;
0414064;"Nowe - miasto (4)";35;13;21;67;29;29;9;-32;-5,2;
0414065;"Nowe - obszar wiejski (5)";38;19;19;55;25;23;7;-17;-3,8;
0414072;"Osie (2)";67;30;36;58;27;31;0;9;1,7;
0414082;"Pruszcz (2)";109;49;56;103;34;59;10;6;0,7;
0414093;"Świecie (3)";361;175;177;489;210;263;16;-128;-3,9;
0414094;"Świecie - miasto (4)";215;62;144;374;130;229;15;-159;-6,2;
0414095;"Świecie - obszar wiejski (5)";146;113;33;115;80;34;1;31;4,2;
0414102;"Świekatowo (2)";48;11;37;56;12;40;4;-8;-2,3;
0414112;"Warlubie (2)";81;43;38;60;30;30;0;21;3,2;
0415000;"Powiat toruński";2269;1740;506;1049;548;472;29;1220;13,2;
0415011;"Chełmża (1)";122;38;81;145;53;78;14;-23;-1,5;
0415022;"Chełmża (2)";134;89;44;114;62;48;4;20;2,1;
0415032;"Czernikowo (2)";98;51;47;106;47;59;0;-8;-0,9;
0415042;"Lubicz (2)";556;472;74;239;130;102;7;317;17,7;
0415052;"Łubianka (2)";95;61;33;50;17;33;0;45;7,6;
0415062;"Łysomice (2)";233;179;54;119;70;49;0;114;13,2;
0415072;"Obrowo (2)";572;468;102;102;55;47;0;470;42,6;
0415082;"Wielka Nieszawka (2)";151;122;28;41;32;9;0;110;26,1;
0415092;"Zławieś Wielka (2)";308;260;43;133;82;47;4;175;14,8;
0416000;"Powiat tucholski";496;233;247;518;244;248;26;-22;-0,5;
0416012;"Cekcyn (2)";88;46;40;64;27;34;3;24;3,7;
0416022;"Gostycyn (2)";34;19;12;50;29;18;3;-16;-3,1;
0416032;"Kęsowo (2)";46;26;20;69;36;32;1;-23;-5,2;
0416042;"Lubiewo (2)";64;25;39;64;35;29;0;0;0,0;
0416052;"Śliwice (2)";36;21;15;34;17;15;2;2;0,4;
0416063;"Tuchola (3)";228;96;121;237;100;120;17;-9;-0,4;
0416064;"Tuchola - miasto (4)";132;41;83;174;65;96;13;-42;-3,0;
0416065;"Tuchola - obszar wiejski (5)";96;55;38;63;35;24;4;33;5,3;
0417000;"Powiat wąbrzeski";405;152;238;492;283;189;20;-87;-2,5;
0417011;"Wąbrzeźno (1)";180;41;128;152;61;77;14;28;2,0;
0417022;"Dębowa Łąka (2)";29;9;20;36;18;18;0;-7;-2,2;
0417032;"Książki (2)";48;23;25;80;58;22;0;-32;-7,6;
0417042;"Płużnica (2)";49;20;28;63;39;24;0;-14;-2,8;
0417052;"Ryńsk (2)";99;59;37;161;107;48;6;-62;-7,3;
0418000;"Powiat włocławski";1202;692;507;1125;681;440;4;77;0,9;
0418011;"Kowal (1)";62;36;26;30;16;12;2;32;9,2;
0418022;"Baruchowo (2)";51;32;19;38;24;14;0;13;3,6;
0418032;"Boniewo (2)";17;9;8;26;14;12;0;-9;-2,5;
0418043;"Brześć Kujawski (3)";179;98;80;127;87;40;0;52;4,6;
0418044;"Brześć Kujawski - miasto (4)";83;42;40;49;32;17;0;34;7,4;
0418045;"Brześć Kujawski - obszar wiejski (5)";96;56;40;78;55;23;0;18;2,7;
0418052;"Choceń (2)";78;22;56;87;45;42;0;-9;-1,1;
0418063;"Chodecz (3)";47;22;24;56;36;20;0;-9;-1,4;
0418064;"Chodecz - miasto (4)";23;11;11;11;7;4;0;12;6,3;
0418065;"Chodecz - obszar wiejski (5)";24;11;13;45;29;16;0;-21;-4,8;
0418072;"Fabianki (2)";220;171;49;117;91;26;0;103;11,4;
0418083;"Izbica Kujawska (3)";90;42;48;114;59;55;0;-24;-3,0;
0418084;"Izbica Kujawska - miasto (4)";42;12;30;44;21;23;0;-2;-0,7;
0418085;"Izbica Kujawska - obszar wiejski (5)";48;30;18;70;38;32;0;-22;-4,2;
0418092;"Kowal (2)";36;15;21;76;25;49;2;-40;-9,8;
0418102;"Lubanie (2)";60;38;22;45;20;25;0;15;3,2;
0418113;"Lubień Kujawski (3)";86;34;52;108;74;34;0;-22;-3,0;
0418114;"Lubień Kujawski - miasto (4)";13;3;10;22;12;10;0;-9;-7,0;
0418115;"Lubień Kujawski - obszar wiejski (5)";73;31;42;86;62;24;0;-13;-2,1;
0418123;"Lubraniec (3)";123;46;76;164;106;58;0;-41;-4,1;
0418124;"Lubraniec - miasto (4)";41;9;32;56;26;30;0;-15;-4,7;
0418125;"Lubraniec - obszar wiejski (5)";82;37;44;108;80;28;0;-26;-3,8;
0418132;"Włocławek (2)";153;127;26;137;84;53;0;16;2,6;
0419000;"Powiat żniński";848;458;372;942;453;469;20;-94;-1,3;
0419013;"Barcin (3)";240;158;79;248;113;129;6;-8;-0,5;
0419014;"Barcin - miasto (4)";83;42;40;146;53;90;3;-63;-8,2;
0419015;"Barcin - obszar wiejski (5)";157;116;39;102;60;39;3;55;7,8;
0419022;"Gąsawa (2)";74;35;37;66;21;45;0;8;1,5;
0419033;"Janowiec Wielkopolski (3)";55;21;32;102;49;53;0;-47;-5,1;
0419034;"Janowiec Wielkopolski - miasto (4)";17;6;9;56;29;27;0;-39;-9,5;
0419035;"Janowiec Wielkopolski - obszar wiejski (5)";38;15;23;46;20;26;0;-8;-1,5;
0419043;"Łabiszyn (3)";130;78;51;124;68;53;3;6;0,6;
0419044;"Łabiszyn - miasto (4)";49;20;28;48;22;24;2;1;0,2;
0419045;"Łabiszyn - obszar wiejski (5)";81;58;23;76;46;29;1;5;1,0;
0419052;"Rogowo (2)";77;39;38;73;36;37;0;4;0,6;
0419063;"Żnin (3)";272;127;135;329;166;152;11;-57;-2,4;
0419064;"Żnin - miasto (4)";151;48;98;176;75;93;8;-25;-1,8;
0419065;"Żnin - obszar wiejski (5)";121;79;37;153;91;59;3;-32;-3,2;
0461000;"Powiat m. Bydgoszcz";2489;1224;1156;4223;1318;2671;234;-1734;-4,8;
0461011;"Bydgoszcz (1)";2489;1224;1156;4223;1318;2671;234;-1734;-4,8;
0462000;"Powiat m. Grudziądz";899;336;496;974;329;485;160;-75;-0,8;
0462011;"Grudziądz (1)";899;336;496;974;329;485;160;-75;-0,8;
0463000;"Powiat m. Toruń";1819;963;802;2637;710;1748;179;-818;-4,0;
0463011;"Toruń (1)";1819;963;802;2637;710;1748;179;-818;-4,0;
0464000;"Powiat m. Włocławek";808;294;404;1195;526;555;114;-387;-3,3;
0464011;"Włocławek (1)";808;294;404;1195;526;555;114;-387;-3,3;
0600000;"LUBELSKIE";20711;9996;10191;25144;12160;12145;839;-4433;-2,0;
0601000;"Powiat bialski";1137;579;543;1269;642;601;26;-132;-1,2;
0601011;"Międzyrzec Podlaski (1)";116;34;78;229;95;132;2;-113;-6,6;
0601021;"Terespol (1)";61;14;45;72;40;27;5;-11;-1,8;
0601032;"Biała Podlaska (2)";328;250;78;124;68;56;0;204;16,1;
0601042;"Drelów (2)";20;11;8;57;31;25;1;-37;-6,7;
0601052;"Janów Podlaski (2)";41;8;31;56;26;28;2;-15;-2,7;
0601062;"Kodeń (2)";30;11;18;81;35;41;5;-51;-13,1;
0601072;"Konstantynów (2)";23;13;10;27;21;6;0;-4;-1,0;
0601082;"Leśna Podlaska (2)";17;12;5;68;28;35;5;-51;-11,5;
0601092;"Łomazy (2)";52;23;29;65;36;29;0;-13;-2,4;
0601102;"Międzyrzec Podlaski (2)";121;95;25;92;59;33;0;29;2,8;
0601112;"Piszczac (2)";62;24;38;87;33;52;2;-25;-3,3;
0601122;"Rokitno (2)";24;6;17;32;10;21;1;-8;-2,5;
0601132;"Rossosz (2)";14;7;7;23;10;13;0;-9;-3,8;
0601142;"Sławatycze (2)";25;11;14;32;18;14;0;-7;-2,7;
0601152;"Sosnówka (2)";23;9;14;31;14;17;0;-8;-3,0;
0601162;"Terespol (2)";71;20;50;58;47;9;2;13;1,9;
0601172;"Tuczna (2)";27;5;22;46;16;30;0;-19;-5,5;
0601182;"Wisznice (2)";49;16;32;41;25;16;0;8;1,6;
0601192;"Zalesie (2)";33;10;22;48;30;17;1;-15;-3,3;
0602000;"Powiat biłgorajski";743;273;435;977;460;438;79;-234;-2,3;
0602011;"Biłgoraj (1)";209;66;136;254;106;118;30;-45;-1,6;
0602022;"Aleksandrów (2)";19;8;11;14;5;9;0;5;1,6;
0602032;"Biłgoraj (2)";113;56;54;91;50;36;5;22;1,7;
0602042;"Biszcza (2)";18;2;14;26;10;16;0;-8;-2,1;
0602053;"Frampol (3)";37;10;27;60;22;37;1;-23;-3,6;
0602054;"Frampol - miasto (4)";6;1;5;15;7;8;0;-9;-6,4;
0602055;"Frampol - obszar wiejski (5)";31;9;22;45;15;29;1;-14;-2,8;
0602062;"Goraj (2)";29;7;21;41;14;27;0;-12;-2,7;
0602073;"Józefów (3)";46;15;25;107;57;34;16;-61;-8,6;
0602074;"Józefów - miasto (4)";26;6;16;32;10;15;7;-6;-2,5;
0602075;"Józefów - obszar wiejski (5)";20;9;9;75;47;19;9;-55;-11,7;
0602082;"Księżpol (2)";41;22;19;47;25;17;5;-6;-0,9;
0602092;"Łukowa (2)";22;14;8;46;21;25;0;-24;-5,4;
0602102;"Obsza (2)";37;10;26;49;22;26;1;-12;-2,8;
0602112;"Potok Górny (2)";32;12;13;53;26;17;10;-21;-3,8;
0602123;"Tarnogród (3)";70;26;40;82;51;30;1;-12;-1,8;
0602124;"Tarnogród - miasto (4)";37;17;19;38;25;12;1;-1;-0,3;
0602125;"Tarnogród - obszar wiejski (5)";33;9;21;44;26;18;0;-11;-3,2;
0602132;"Tereszpol (2)";21;12;9;45;19;24;2;-24;-6,1;
0602142;"Turobin (2)";49;13;32;62;32;22;8;-13;-1,9;
0603000;"Powiat chełmski";929;444;460;1069;528;499;42;-140;-1,8;
0603011;"Rejowiec Fabryczny (1)";52;21;27;53;17;31;5;-1;-0,2;
0603022;"Białopole (2)";45;12;31;40;22;18;0;5;1,6;
0603032;"Chełm (2)";306;194;103;210;133;73;4;96;7,5;
0603042;"Dorohusk (2)";54;31;20;67;27;35;5;-13;-1,9;
0603052;"Dubienka (2)";39;9;30;48;28;20;0;-9;-3,4;
0603062;"Kamień (2)";60;30;30;71;29;32;10;-11;-2,7;
0603072;"Leśniowice (2)";65;20;44;43;20;22;1;22;5,6;
0603082;"Rejowiec Fabryczny (2)";38;23;14;64;35;24;5;-26;-5,6;
0603092;"Ruda-Huta (2)";52;18;32;60;28;30;2;-8;-1,7;
0603102;"Sawin (2)";52;23;29;62;23;37;2;-10;-1,8;
0603112;"Siedliszcze (2)";59;18;39;62;25;31;6;-3;-0,4;
0603122;"Wierzbica (2)";34;20;13;80;38;42;0;-46;-8,6;
0603132;"Wojsławice (2)";41;7;34;67;26;39;2;-26;-6,2;
0603142;"Żmudź (2)";26;15;11;62;29;33;0;-36;-10,9;
0604000;"Powiat hrubieszowski";644;211;420;982;547;415;20;-338;-5,0;
0604011;"Hrubieszów (1)";196;44;148;245;130;110;5;-49;-2,7;
0604022;"Dołhobyczów (2)";37;18;19;105;55;50;0;-68;-11,5;
0604032;"Horodło (2)";52;25;26;75;46;27;2;-23;-4,1;
0604042;"Hrubieszów (2)";98;51;44;177;98;74;5;-79;-7,4;
0604052;"Mircze (2)";71;19;51;81;55;25;1;-10;-1,3;
0604062;"Trzeszczany (2)";58;17;38;94;55;36;3;-36;-7,9;
0604072;"Uchanie (2)";63;12;50;72;28;44;0;-9;-1,9;
0604082;"Werbkowice (2)";69;25;44;133;80;49;4;-64;-6,4;
0605000;"Powiat janowski";391;132;253;545;277;238;30;-154;-3,2;
0605012;"Batorz (2)";13;6;7;30;16;12;2;-17;-4,9;
0605022;"Chrzanów (2)";24;4;20;37;19;18;0;-13;-4,2;
0605032;"Dzwola (2)";40;16;24;70;30;40;0;-30;-4,5;
0605042;"Godziszów (2)";32;7;24;52;26;25;1;-20;-3,2;
0605053;"Janów Lubelski (3)";178;63;112;231;108;98;25;-53;-3,3;
0605054;"Janów Lubelski - miasto (4)";139;39;97;186;88;74;24;-47;-3,9;
0605055;"Janów Lubelski - obszar wiejski (5)";39;24;15;45;20;24;1;-6;-1,4;
0605062;"Modliborzyce (2)";76;31;44;50;33;17;0;26;3,6;
0605072;"Potok Wielki (2)";28;5;22;75;45;28;2;-47;-9,7;
0606000;"Powiat krasnostawski";622;235;359;722;401;283;38;-100;-1,5;
0606011;"Krasnystaw (1)";171;45;117;201;109;83;9;-30;-1,6;
0606022;"Fajsławice (2)";43;18;23;20;12;4;4;23;4,6;
0606032;"Gorzków (2)";30;8;21;40;22;14;4;-10;-2,5;
0606042;"Izbica (2)";60;18;36;93;57;29;7;-33;-3,7;
0606052;"Krasnystaw (2)";95;46;45;123;93;26;4;-28;-3,1;
0606062;"Kraśniczyn (2)";53;23;30;58;31;26;1;-5;-1,2;
0606072;"Łopiennik Górny (2)";37;17;20;47;21;25;1;-10;-2,4;
0606092;"Rudnik (2)";39;15;21;35;12;18;5;4;1,2;
0606102;"Siennica Różana (2)";32;13;17;57;23;31;3;-25;-5,8;
0606112;"Żółkiewka (2)";62;32;29;48;21;27;0;14;2,3;
0607000;"Powiat kraśnicki";880;378;482;1115;492;574;49;-235;-2,4;
0607011;"Kraśnik (1)";270;95;168;413;181;230;2;-143;-4,0;
0607023;"Annopol (3)";82;42;39;134;73;61;0;-52;-5,6;
0607024;"Annopol - miasto (4)";15;5;10;44;17;27;0;-29;-11,0;
0607025;"Annopol - obszar wiejski (5)";67;37;29;90;56;34;0;-23;-3,5;
0607032;"Dzierzkowice (2)";60;36;23;56;28;24;4;4;0,7;
0607042;"Gościeradów (2)";68;25;39;75;30;38;7;-7;-1,0;
0607052;"Kraśnik (2)";117;82;35;63;31;26;6;54;7,7;
0607062;"Szastarka (2)";45;9;36;70;20;49;1;-25;-4,1;
0607072;"Trzydnik Duży (2)";51;19;28;71;26;25;20;-20;-2,9;
0607082;"Urzędów (2)";84;27;55;96;48;46;2;-12;-1,4;
0607092;"Wilkołaz (2)";46;22;24;65;28;31;6;-19;-3,5;
0607102;"Zakrzówek (2)";57;21;35;72;27;44;1;-15;-2,2;
0608000;"Powiat lubartowski";864;409;437;1042;472;533;37;-178;-2,0;
0608011;"Lubartów (1)";178;51;120;352;118;211;23;-174;-7,6;
0608022;"Abramów (2)";35;15;19;38;16;20;2;-3;-0,7;
0608032;"Firlej (2)";39;18;20;61;35;22;4;-22;-3,6;
0608042;"Jeziorzany (2)";18;11;7;37;25;12;0;-19;-6,6;
0608052;"Kamionka (2)";84;49;35;55;25;30;0;29;4,5;
0608063;"Kock (3)";72;22;48;83;47;36;0;-11;-1,6;
0608064;"Kock - miasto (4)";39;9;28;43;25;18;0;-4;-1,2;
0608065;"Kock - obszar wiejski (5)";33;13;20;40;22;18;0;-7;-2,2;
0608072;"Lubartów (2)";186;131;55;90;63;27;0;96;9,1;
0608082;"Michów (2)";35;13;21;44;20;20;4;-9;-1,4;
0608092;"Niedźwiada (2)";54;20;33;85;34;51;0;-31;-4,9;
0608103;"Ostrów Lubelski (3)";80;35;41;75;32;42;1;5;0,9;
0608104;"Ostrów Lubelski - miasto (4)";32;12;19;24;13;11;0;8;3,6;
0608105;"Ostrów Lubelski - obszar wiejski (5)";48;23;22;51;19;31;1;-3;-0,9;
0608112;"Ostrówek (2)";20;6;14;39;15;24;0;-19;-4,6;
0608122;"Serniki (2)";38;21;16;38;20;16;2;0;0,0;
0608132;"Uścimów (2)";25;17;8;45;22;22;1;-20;-5,9;
0609000;"Powiat lubelski";2153;1519;614;1418;748;633;37;735;5,1;
0609013;"Bełżyce (3)";128;72;54;163;61;95;7;-35;-2,5;
0609014;"Bełżyce - miasto (4)";48;23;23;110;39;67;4;-62;-8,9;
0609015;"Bełżyce - obszar wiejski (5)";80;49;31;53;22;28;3;27;3,9;
0609022;"Borzechów (2)";32;17;14;32;7;24;1;0;0,0;
0609033;"Bychawa (3)";108;42;65;152;66;74;12;-44;-3,6;
0609034;"Bychawa - miasto (4)";50;13;36;76;29;40;7;-26;-4,9;
0609035;"Bychawa - obszar wiejski (5)";58;29;29;76;37;34;5;-18;-2,6;
0609042;"Garbów (2)";68;26;42;86;56;30;0;-18;-2,0;
0609052;"Głusk (2)";208;180;27;83;49;27;7;125;16,0;
0609062;"Jabłonna (2)";113;68;42;57;18;39;0;56;7,4;
0609072;"Jastków (2)";233;180;51;141;79;62;0;92;7,3;
0609082;"Konopnica (2)";239;215;22;116;83;33;0;123;10,7;
0609092;"Krzczonów (2)";50;34;16;48;31;17;0;2;0,4;
0609102;"Niedrzwica Duża (2)";126;73;51;110;48;61;1;16;1,4;
0609112;"Niemce (2)";308;242;62;151;91;59;1;157;9,3;
0609122;"Strzyżewice (2)";106;69;36;53;37;11;5;53;6,9;
0609132;"Wojciechów (2)";56;37;19;39;17;22;0;17;2,9;
0609142;"Wólka (2)";312;241;71;112;68;44;0;200;20,2;
0609152;"Wysokie (2)";43;19;24;40;20;18;2;3;0,6;
0609162;"Zakrzew (2)";23;4;18;35;17;17;1;-12;-3,8;
0610000;"Powiat łęczyński";747;454;278;885;333;539;13;-138;-2,4;
0610012;"Cyców (2)";88;48;37;80;39;40;1;8;1,1;
0610022;"Ludwin (2)";88;50;36;53;18;34;1;35;7,0;
0610033;"Łęczna (3)";326;193;126;600;202;392;6;-274;-11,0;
0610034;"Łęczna - miasto (4)";203;86;110;569;179;384;6;-366;-17,3;
0610035;"Łęczna - obszar wiejski (5)";123;107;16;31;23;8;0;92;25,3;
0610042;"Milejów (2)";101;68;31;69;46;23;0;32;3,5;
