"Kod";"Nazwa";"zameldowania ogółem;ogółem;2023;[osoba]";"zameldowania z miast;ogółem;2023;[osoba]";"zameldowania ze wsi;ogółem;2023;[osoba]";"wymeldowania ogółem;ogółem;2023;[osoba]";"wymeldowania do miast;ogółem;2023;[osoba]";"wymeldowania na wieś;ogółem;2023;[osoba]";"saldo migracji;ogółem;2023;[osoba]";"saldo migracji na 1000 ludności;ogółem;2023;[osoba]";
1213034;"Chełmek - miasto (4)";58;42;16;91;51;39;-33;-3,9;
1213035;"Chełmek - obszar wiejski (5)";55;37;16;36;25;11;19;4,9;
1213043;"Kęty (3)";339;187;139;341;128;209;-2;-0,1;
1213044;"Kęty - miasto (4)";111;52;55;224;58;163;-113;-6,4;
1213045;"Kęty - obszar wiejski (5)";228;135;84;117;70;46;111;7,1;
1213052;"Osiek (2)";64;28;30;48;19;29;16;2,0;
1213062;"Oświęcim (2)";293;233;57;167;115;52;126;6,6;
1213072;"Polanka Wielka (2)";38;7;31;35;11;24;3;0,7;
1213082;"Przeciszów (2)";38;21;17;45;14;31;-7;-1,1;
1213093;"Zator (3)";86;51;35;87;30;57;-1;-0,1;
1213094;"Zator - miasto (4)";31;14;17;38;10;28;-7;-1,9;
1213095;"Zator - obszar wiejski (5)";55;37;18;49;20;29;6;1,1;
1214000;"Powiat proszowicki";278;121;150;337;168;166;-59;-1,4;
1214012;"Koniusza (2)";85;51;33;56;29;27;29;3,2;
1214042;"Pałecznica (2)";14;6;8;31;12;19;-17;-4,9;
1214053;"Proszowice (3)";96;34;56;144;74;67;-48;-3,1;
1214054;"Proszowice - miasto (4)";41;9;31;71;35;33;-30;-5,2;
1214055;"Proszowice - obszar wiejski (5)";55;25;25;73;39;34;-18;-1,8;
1214062;"Radziemice (2)";18;7;11;33;10;23;-15;-4,7;
1215000;"Powiat suski";683;306;335;690;299;364;-7;-0,1;
1215011;"Jordanów (1)";62;13;46;70;24;44;-8;-1,5;
1215021;"Sucha Beskidzka (1)";83;41;32;79;36;36;4;0,4;
1215032;"Budzów (2)";54;28;19;61;23;34;-7;-0,8;
1215042;"Bystra-Sidzina (2)";56;20;32;46;21;25;10;1,5;
1215052;"Jordanów (2)";92;48;40;93;39;54;-1;-0,1;
1215063;"Maków Podhalański (3)";110;46;60;116;41;75;-6;-0,4;
1215064;"Maków Podhalański - miasto (4)";49;22;25;46;14;32;3;0,5;
1215065;"Maków Podhalański - obszar wiejski (5)";61;24;35;70;27;43;-9;-0,9;
1215072;"Stryszawa (2)";114;57;53;103;60;29;11;0,9;
1215082;"Zawoja (2)";62;29;29;66;37;29;-4;-0,5;
1215092;"Zembrzyce (2)";50;24;24;56;18;38;-6;-1,1;
1216000;"Powiat tarnowski";1884;897;862;1951;978;857;-67;-0,3;
1216013;"Ciężkowice (3)";68;21;45;110;49;54;-42;-3,8;
1216014;"Ciężkowice - miasto (4)";20;2;17;26;2;20;-6;-2,4;
1216015;"Ciężkowice - obszar wiejski (5)";48;19;28;84;47;34;-36;-4,2;
1216022;"Gromnik (2)";68;23;43;65;27;38;3;0,3;
1216032;"Lisia Góra (2)";167;102;52;104;55;44;63;4,0;
1216042;"Pleśna (2)";96;44;47;106;57;45;-10;-0,8;
1216072;"Rzepiennik Strzyżewski (2)";45;18;24;95;43;50;-50;-7,6;
1216082;"Skrzyszów (2)";142;70;65;139;79;52;3;0,2;
1216092;"Tarnów (2)";350;235;100;230;158;69;120;4,5;
1216103;"Tuchów (3)";149;64;70;187;85;66;-38;-2,2;
1216104;"Tuchów - miasto (4)";65;22;33;94;45;33;-29;-4,7;
1216105;"Tuchów - obszar wiejski (5)";84;42;37;93;40;33;-9;-0,8;
1216112;"Wierzchosławice (2)";98;45;41;114;63;49;-16;-1,5;
1216122;"Wietrzychowice (2)";46;4;37;31;15;16;15;4,0;
1216153;"Żabno (3)";137;73;54;181;92;69;-44;-2,4;
1216154;"Żabno - miasto (4)";33;21;11;37;17;15;-4;-1,0;
1216155;"Żabno - obszar wiejski (5)";104;52;43;144;75;54;-40;-2,8;
1217000;"Powiat tatrzański";499;224;250;610;278;325;-111;-1,7;
1217011;"Zakopane (1)";176;87;83;271;129;142;-95;-3,8;
1217022;"Biały Dunajec (2)";45;11;29;68;20;48;-23;-3,4;
1217032;"Bukowina Tatrzańska (2)";87;33;49;75;38;37;12;0,9;
1217042;"Kościelisko (2)";94;54;37;87;56;31;7;0,8;
1217052;"Poronin (2)";97;39;52;109;35;67;-12;-1,0;
1218000;"Powiat wadowicki";1474;760;674;1497;532;933;-23;-0,1;
1218013;"Andrychów (3)";358;226;125;443;144;292;-85;-2,0;
1218014;"Andrychów - miasto (4)";103;33;65;290;60;223;-187;-10,1;
1218015;"Andrychów - obszar wiejski (5)";255;193;60;153;84;69;102;4,3;
1218022;"Brzeźnica (2)";141;77;60;82;29;53;59;5,5;
1218033;"Kalwaria Zebrzydowska (3)";174;73;95;151;69;81;23;1,2;
1218034;"Kalwaria Zebrzydowska - miasto (4)";38;12;25;40;13;26;-2;-0,5;
1218035;"Kalwaria Zebrzydowska - obszar wiejski (5)";136;61;70;111;56;55;25;1,6;
1218042;"Lanckorona (2)";44;18;26;38;11;27;6;1,0;
1218052;"Mucharz (2)";43;13;30;29;19;10;14;3,4;
1218062;"Spytkowice (2)";67;30;36;73;19;54;-6;-0,6;
1218072;"Stryszów (2)";66;33;31;50;26;24;16;2,4;
1218082;"Tomice (2)";108;59;49;74;27;47;34;4,1;
1218093;"Wadowice (3)";341;165;161;475;149;302;-134;-3,7;
1218094;"Wadowice - miasto (4)";119;44;69;273;75;183;-154;-8,9;
1218095;"Wadowice - obszar wiejski (5)";222;121;92;202;74;119;20;1,0;
1218102;"Wieprz (2)";132;66;61;82;39;43;50;3,9;
1219000;"Powiat wielicki";2836;1957;774;1204;613;570;1632;11,4;
1219012;"Biskupice (2)";257;168;85;66;39;27;191;16,4;
1219022;"Gdów (2)";159;73;77;109;49;51;50;2,7;
1219032;"Kłaj (2)";188;137;50;82;49;33;106;9,5;
1219043;"Niepołomice (3)";666;484;161;257;118;137;409;12,4;
1219044;"Niepołomice - miasto (4)";395;296;92;125;52;71;270;16,2;
1219045;"Niepołomice - obszar wiejski (5)";271;188;69;132;66;66;139;8,5;
1219053;"Wieliczka (3)";1566;1095;401;690;358;322;876;12,8;
1219054;"Wieliczka - miasto (4)";772;504;232;334;140;192;438;15,9;
1219055;"Wieliczka - obszar wiejski (5)";794;591;169;356;218;130;438;10,7;
1261000;"Powiat m. Kraków";10534;4853;4582;7273;2486;4622;3261;4,1;
1261011;"Kraków (1)";10534;4853;4582;7273;2486;4622;3261;4,1;
1262000;"Powiat m. Nowy Sącz";562;156;367;834;321;511;-272;-3,4;
1262011;"Nowy Sącz (1)";562;156;367;834;321;511;-272;-3,4;
1263000;"Powiat m. Tarnów";763;218;493;1089;349;660;-326;-3,1;
1263011;"Tarnów (1)";763;218;493;1089;349;660;-326;-3,1;
1400000;"MAZOWIECKIE";72044;44403;24351;59203;29659;28878;12841;2,3;
1401000;"Powiat białobrzeski";284;119;161;331;133;196;-47;-1,4;
1401013;"Białobrzegi (3)";95;41;53;114;37;76;-19;-1,9;
1401014;"Białobrzegi - miasto (4)";52;14;38;86;29;56;-34;-5,3;
1401015;"Białobrzegi - obszar wiejski (5)";43;27;15;28;8;20;15;4,5;
1401022;"Promna (2)";53;22;29;56;28;28;-3;-0,6;
1401032;"Radzanów (2)";25;13;12;29;12;17;-4;-1,1;
1401042;"Stara Błotnica (2)";33;14;18;51;20;30;-18;-3,3;
1401052;"Stromiec (2)";58;26;32;45;20;25;13;2,4;
1401063;"Wyśmierzyce (3)";20;3;17;36;16;20;-16;-6,0;
1401064;"Wyśmierzyce - miasto (4)";11;1;10;8;4;4;3;3,4;
1401065;"Wyśmierzyce - obszar wiejski (5)";9;2;7;28;12;16;-19;-10,5;
1402000;"Powiat ciechanowski";935;467;461;1062;581;476;-127;-1,5;
1402011;"Ciechanów (1)";479;158;317;510;216;291;-31;-0,7;
1402022;"Ciechanów (2)";137;118;18;93;77;16;44;5,9;
1402033;"Glinojeck (3)";46;17;29;98;54;43;-52;-7,2;
1402034;"Glinojeck - miasto (4)";19;5;14;40;20;20;-21;-7,5;
1402035;"Glinojeck - obszar wiejski (5)";27;12;15;58;34;23;-31;-7,1;
1402042;"Gołymin-Ośrodek (2)";13;6;7;54;30;24;-41;-11,7;
1402052;"Grudusk (2)";26;15;11;46;32;14;-20;-6,0;
1402062;"Ojrzeń (2)";30;19;11;57;39;18;-27;-6,6;
1402072;"Opinogóra Górna (2)";99;74;25;65;46;19;34;5,8;
1402082;"Regimin (2)";37;24;11;48;31;16;-11;-2,3;
1402092;"Sońsk (2)";68;36;32;91;56;35;-23;-3,1;
1403000;"Powiat garwoliński";859;416;432;1033;528;504;-174;-1,6;
1403011;"Garwolin (1)";147;46;96;200;75;124;-53;-3,1;
1403021;"Łaskarzew (1)";41;17;23;52;32;20;-11;-2,5;
1403032;"Borowie (2)";40;18;21;42;34;8;-2;-0,4;
1403042;"Garwolin (2)";155;115;39;108;65;43;47;3,5;
1403052;"Górzno (2)";40;15;25;42;16;26;-2;-0,3;
1403062;"Łaskarzew (2)";26;14;12;55;36;19;-29;-5,5;
1403072;"Maciejowice (2)";43;25;18;71;47;24;-28;-4,4;
1403082;"Miastków Kościelny (2)";31;11;20;37;20;17;-6;-1,3;
1403092;"Parysów (2)";21;8;11;38;19;19;-17;-4,1;
1403103;"Pilawa (3)";117;49;68;125;71;54;-8;-0,8;
1403104;"Pilawa - miasto (4)";62;17;45;63;34;29;-1;-0,2;
1403105;"Pilawa - obszar wiejski (5)";55;32;23;62;37;25;-7;-1,1;
1403112;"Sobolew (2)";43;19;24;64;26;38;-21;-2,7;
1403122;"Trojanów (2)";44;11;32;62;28;34;-18;-2,5;
1403132;"Wilga (2)";61;42;19;37;17;20;24;4,7;
1403143;"Żelechów (3)";50;26;24;100;42;58;-50;-6,4;
1403144;"Żelechów - miasto (4)";21;9;12;65;28;37;-44;-11,8;
1403145;"Żelechów - obszar wiejski (5)";29;17;12;35;14;21;-6;-1,5;
1404000;"Powiat gostyniński";412;204;197;513;256;252;-101;-2,4;
1404011;"Gostynin (1)";128;31;92;251;103;144;-123;-7,2;
1404022;"Gostynin (2)";158;111;42;137;87;49;21;1,8;
1404032;"Pacyna (2)";33;19;14;25;13;12;8;2,5;
1404052;"Szczawin Kościelny (2)";55;30;24;34;20;14;21;4,5;
1405000;"Powiat grodziski";3015;2198;752;1552;756;791;1463;13,9;
1405011;"Milanówek (1)";319;241;71;233;138;95;86;5,3;
1405021;"Podkowa Leśna (1)";69;60;9;53;36;16;16;4,2;
1405032;"Baranów (2)";82;57;23;212;72;140;-130;-23,5;
1405043;"Grodzisk Mazowiecki (3)";1742;1260;434;773;329;440;969;17,6;
1405044;"Grodzisk Mazowiecki - miasto (4)";866;538;296;556;168;384;310;9,0;
1405045;"Grodzisk Mazowiecki - obszar wiejski (5)";876;722;138;217;161;56;659;32,4;
1405052;"Jaktorów (2)";376;270;104;168;124;44;208;15,5;
1405062;"Żabia Wola (2)";427;310;111;113;57;56;314;28,8;
1406000;"Powiat grójecki";1034;548;471;1027;475;545;7;0,1;
1406012;"Belsk Duży (2)";44;20;24;74;36;38;-30;-4,8;
1406022;"Błędów (2)";30;13;15;73;38;34;-43;-6,1;
1406032;"Chynów (2)";120;67;53;79;35;42;41;4,0;
1406042;"Goszczyn (2)";26;11;15;30;12;18;-4;-1,4;
1406053;"Grójec (3)";376;196;174;325;119;203;51;1,9;
1406054;"Grójec - miasto (4)";179;62;113;236;66;170;-57;-3,4;
1406055;"Grójec - obszar wiejski (5)";197;134;61;89;53;33;108;11,5;
1406062;"Jasieniec (2)";57;45;12;30;22;8;27;5,0;
1406073;"Mogielnica (3)";79;41;38;97;55;42;-18;-2,2;
1406074;"Mogielnica - miasto (4)";24;9;15;30;15;15;-6;-2,8;
1406075;"Mogielnica - obszar wiejski (5)";55;32;23;67;40;27;-12;-2,0;
1406083;"Nowe Miasto nad Pilicą (3)";96;49;45;76;45;30;20;2,8;
1406084;"Nowe Miasto nad Pilicą - miasto (4)";71;38;32;44;30;13;27;7,7;
1406085;"Nowe Miasto nad Pilicą - obszar wiejski (5)";25;11;13;32;15;17;-7;-1,9;
1406092;"Pniewy (2)";72;45;27;60;44;16;12;2,5;
1406113;"Warka (3)";134;61;68;183;69;114;-49;-2,6;
1406114;"Warka - miasto (4)";77;30;44;128;43;85;-51;-4,3;
1406115;"Warka - obszar wiejski (5)";57;31;24;55;26;29;2;0,3;
1407000;"Powiat kozienicki";571;330;226;636;350;284;-65;-1,1;
1407012;"Garbatka-Letnisko (2)";40;25;14;65;41;22;-25;-5,2;
1407022;"Głowaczów (2)";80;52;28;80;46;34;0;0,0;
1407032;"Gniewoszów (2)";31;15;15;35;15;20;-4;-1,1;
1407042;"Grabów nad Pilicą (2)";52;37;15;38;24;14;14;3,5;
1407053;"Kozienice (3)";270;146;113;344;168;176;-74;-2,7;
1407054;"Kozienice - miasto (4)";136;44;89;206;77;129;-70;-4,5;
1407055;"Kozienice - obszar wiejski (5)";134;102;24;138;91;47;-4;-0,3;
1407062;"Magnuszew (2)";49;29;20;39;28;11;10;1,6;
1407072;"Sieciechów (2)";49;26;21;35;28;7;14;3,7;
1408000;"Powiat legionowski";3379;2561;755;1561;816;737;1818;13,9;
1408011;"Legionowo (1)";823;538;264;761;308;450;62;1,2;
1408022;"Jabłonna (2)";651;544;96;294;187;105;357;15,5;
1408032;"Nieporęt (2)";425;350;70;157;93;62;268;15,7;
1408043;"Serock (3)";647;469;164;191;125;66;456;26,2;
1408044;"Serock - miasto (4)";184;142;40;47;23;24;137;26,3;
1408045;"Serock - obszar wiejski (5)";463;327;124;144;102;42;319;26,1;
1408052;"Wieliszew (2)";833;660;161;158;103;54;675;32,9;
1409000;"Powiat lipski";233;105;119;346;178;164;-113;-3,6;
1409012;"Chotcza (2)";8;4;4;13;6;7;-5;-2,3;
1409022;"Ciepielów (2)";33;18;15;60;27;33;-27;-5,2;
1409033;"Lipsko (3)";68;28;35;115;66;48;-47;-4,7;
1409034;"Lipsko - miasto (4)";34;11;19;65;35;29;-31;-6,2;
1409035;"Lipsko - obszar wiejski (5)";34;17;16;50;31;19;-16;-3,1;
1409042;"Rzeczniów (2)";26;12;13;45;25;20;-19;-4,7;
1409052;"Sienno (2)";43;19;23;55;23;31;-12;-2,2;
1410000;"Powiat łosicki";208;82;123;358;175;179;-150;-5,2;
1410012;"Huszlew (2)";18;7;11;40;18;22;-22;-8,3;
1410023;"Łosice (3)";81;30;51;129;63;65;-48;-4,6;
1410024;"Łosice - miasto (4)";54;15;39;81;39;41;-27;-3,9;
1410025;"Łosice - obszar wiejski (5)";27;15;12;48;24;24;-21;-5,8;
1410032;"Olszanka (2)";21;10;11;26;11;15;-5;-1,8;
1410042;"Platerów (2)";21;6;15;64;38;26;-43;-9,8;
1410052;"Sarnaki (2)";35;19;13;64;31;30;-29;-7,0;
1410062;"Stara Kornica (2)";32;10;22;35;14;21;-3;-0,7;
1411000;"Powiat makowski";340;167;169;508;277;231;-168;-4,0;
1411011;"Maków Mazowiecki (1)";54;22;31;119;62;57;-65;-7,2;
1411022;"Czerwonka (2)";24;16;8;22;17;5;2;0,8;
1411032;"Karniewo (2)";35;20;15;43;22;21;-8;-1,7;
1411042;"Krasnosielc (2)";33;18;15;51;25;26;-18;-3,1;
1411052;"Młynarze (2)";15;11;4;33;13;20;-18;-11,2;
1411062;"Płoniawy-Bramura (2)";40;7;32;77;48;29;-37;-7,5;
1411073;"Różan (3)";51;22;27;55;28;27;-4;-0,9;
1411074;"Różan - miasto (4)";32;15;15;35;15;20;-3;-1,1;
1411075;"Różan - obszar wiejski (5)";19;7;12;20;13;7;-1;-0,6;
1411082;"Rzewnie (2)";32;17;15;25;15;10;7;2,9;
1411092;"Sypniewo (2)";25;17;8;45;24;21;-20;-6,8;
1411102;"Szelków (2)";31;17;14;38;23;15;-7;-2,0;
1412000;"Powiat miński";2251;1447;767;1555;795;752;696;4,4;
1412011;"Mińsk Mazowiecki (1)";417;186;222;544;204;339;-127;-3,2;
1412052;"Dębe Wielkie (2)";246;162;83;69;44;25;177;15,1;
1412062;"Dobre (2)";65;41;24;41;25;16;24;4,1;
1412082;"Jakubów (2)";39;20;19;49;24;25;-10;-2,0;
1412093;"Kałuszyn (3)";51;22;28;71;48;22;-20;-3,6;
1412094;"Kałuszyn - miasto (4)";26;11;14;37;28;8;-11;-4,1;
1412095;"Kałuszyn - obszar wiejski (5)";25;11;14;34;20;14;-9;-3,2;
1412112;"Mińsk Mazowiecki (2)";297;211;82;146;83;63;151;9,0;
1412132;"Siennica (2)";98;65;32;57;30;26;41;5,4;
1412142;"Stanisławów (2)";94;56;33;54;32;22;40;5,7;
1413000;"Powiat mławski";661;266;389;894;543;349;-233;-3,4;
1413011;"Mława (1)";348;89;256;357;192;163;-9;-0,3;
1413022;"Dzierzgowo (2)";15;6;9;31;19;12;-16;-5,8;
1413032;"Lipowiec Kościelny (2)";64;42;22;71;49;22;-7;-1,6;
1413042;"Radzanów (2)";19;8;11;60;36;24;-41;-13,9;
1413052;"Strzegowo (2)";27;15;12;83;50;33;-56;-7,9;
1413062;"Stupsk (2)";45;23;22;59;45;14;-14;-3,1;
1413072;"Szreńsk (2)";28;8;19;61;42;19;-33;-8,6;
1413082;"Szydłowo (2)";20;8;11;63;44;19;-43;-10,2;
1413092;"Wieczfnia Kościelna (2)";27;20;7;54;29;25;-27;-7,4;
1413102;"Wiśniewo (2)";68;47;20;55;37;18;13;2,5;
1414000;"Powiat nowodworski";1050;673;352;896;492;395;154;1,9;
1414011;"Nowy Dwór Mazowiecki (1)";402;206;181;368;179;187;34;1,2;
1414022;"Czosnów (2)";182;141;38;108;67;40;74;6,7;
1414032;"Leoncin (2)";86;58;27;62;40;21;24;4,3;
1414043;"Nasielsk (3)";187;120;61;204;112;88;-17;-0,9;
1414044;"Nasielsk - miasto (4)";80;48;29;105;47;56;-25;-3,4;
1414045;"Nasielsk - obszar wiejski (5)";107;72;32;99;65;32;8;0,7;
1414052;"Pomiechówek (2)";129;109;20;85;57;28;44;4,7;
1414063;"Zakroczym (3)";64;39;25;69;37;31;-5;-0,8;
1414064;"Zakroczym - miasto (4)";36;23;13;29;12;17;7;2,2;
1414065;"Zakroczym - obszar wiejski (5)";28;16;12;40;25;14;-12;-4,3;
1415000;"Powiat ostrołęcki";974;563;387;869;501;360;105;1,2;
1415012;"Baranowo (2)";31;10;21;93;51;42;-62;-10,4;
1415022;"Czarnia (2)";5;3;2;18;6;12;-13;-5,9;
1415032;"Czerwin (2)";48;21;27;45;20;25;3;0,6;
1415042;"Goworowo (2)";44;24;20;61;34;27;-17;-2,2;
1415052;"Kadzidło (2)";83;20;52;102;54;48;-19;-1,7;
1415062;"Lelis (2)";107;59;45;96;60;36;11;1,1;
1415072;"Łyse (2)";41;17;24;68;34;33;-27;-3,3;
1415083;"Myszyniec (3)";75;22;53;117;63;53;-42;-4,2;
1415084;"Myszyniec - miasto (4)";27;4;23;35;20;15;-8;-2,5;
1415085;"Myszyniec - obszar wiejski (5)";48;18;30;82;43;38;-34;-5,0;
1415092;"Olszewo-Borki (2)";184;111;69;117;88;24;67;6,1;
1415102;"Rzekuń (2)";323;263;55;109;74;34;214;17,8;
1415112;"Troszyn (2)";33;13;19;43;17;26;-10;-2,2;
1416000;"Powiat ostrowski";513;226;276;727;391;335;-214;-3,1;
1416011;"Ostrów Mazowiecka (1)";144;45;96;209;91;118;-65;-3,0;
1416022;"Andrzejewo (2)";20;4;16;25;16;9;-5;-1,3;
1416032;"Boguty-Pianki (2)";15;5;9;26;16;10;-11;-4,6;
1416043;"Brok (3)";24;18;6;36;17;19;-12;-4,6;
1416044;"Brok - miasto (4)";13;12;1;31;15;16;-18;-10,3;
1416045;"Brok - obszar wiejski (5)";11;6;5;5;2;3;6;7,2;
1416052;"Małkinia Górna (2)";87;42;45;107;62;45;-20;-1,8;
1416062;"Nur (2)";10;2;8;33;17;15;-23;-9,2;
1416072;"Ostrów Mazowiecka (2)";123;77;39;163;94;69;-40;-3,2;
1416082;"Stary Lubotyń (2)";26;10;16;33;16;17;-7;-2,0;
1416092;"Szulborze Wielkie (2)";9;4;5;23;16;7;-14;-9,2;
1416102;"Wąsewo (2)";36;14;22;35;22;13;1;0,3;
1416112;"Zaręby Kościelne (2)";19;5;14;37;24;13;-18;-5,5;
1417000;"Powiat otwocki";1910;1419;447;1331;828;498;579;4,6;
1417011;"Józefów (1)";406;347;50;243;182;61;163;7,7;
1417021;"Otwock (1)";524;370;138;496;298;197;28;0,6;
1417032;"Celestynów (2)";121;86;31;110;63;47;11;0,9;
1417043;"Karczew (3)";229;165;56;187;122;65;42;2,7;
1417044;"Karczew - miasto (4)";104;78;24;129;93;36;-25;-2,7;
1417045;"Karczew - obszar wiejski (5)";125;87;32;58;29;29;67;10,3;
1417052;"Kołbiel (2)";83;46;37;87;45;42;-4;-0,5;
1417062;"Osieck (2)";39;17;22;34;12;22;5;1,4;
1417072;"Sobienie-Jeziory (2)";39;23;16;53;25;27;-14;-2,2;
1417082;"Wiązowna (2)";469;365;97;121;81;37;348;22,0;
1418000;"Powiat piaseczyński";5611;3943;1384;2686;1358;1300;2925;13,7;
1418013;"Góra Kalwaria (3)";516;362;142;296;149;146;220;7,8;
1418014;"Góra Kalwaria - miasto (4)";208;116;88;146;55;90;62;5,1;
1418015;"Góra Kalwaria - obszar wiejski (5)";308;246;54;150;94;56;158;9,8;
1418023;"Konstancin-Jeziorna (3)";439;352;66;333;187;142;106;4,2;
1418024;"Konstancin-Jeziorna - miasto (4)";261;204;47;241;130;109;20;1,2;
1418025;"Konstancin-Jeziorna - obszar wiejski (5)";178;148;19;92;57;33;86;10,5;
1418032;"Lesznowola (2)";1849;1230;476;429;248;180;1420;37,8;
1418043;"Piaseczno (3)";2219;1653;476;1375;619;735;844;8,7;
1418044;"Piaseczno - miasto (4)";848;535;264;832;305;517;16;0,3;
1418045;"Piaseczno - obszar wiejski (5)";1371;1118;212;543;314;218;828;18,5;
1418052;"Prażmów (2)";342;210;122;129;79;49;213;16,1;
1419000;"Powiat płocki";1400;891;499;1266;759;503;134;1,2;
1419012;"Bielsk (2)";95;62;33;87;44;43;8;0,9;
1419032;"Brudzeń Duży (2)";102;72;29;79;43;36;23;2,8;
1419042;"Bulkowo (2)";37;13;24;70;40;30;-33;-6,3;
1419053;"Drobin (3)";55;21;34;92;50;42;-37;-5,0;
1419054;"Drobin - miasto (4)";24;6;18;27;16;11;-3;-1,1;
1419055;"Drobin - obszar wiejski (5)";31;15;16;65;34;31;-34;-7,3;
1419063;"Gąbin (3)";162;96;66;107;57;50;55;4,9;
1419064;"Gąbin - miasto (4)";43;15;28;26;10;16;17;4,1;
1419065;"Gąbin - obszar wiejski (5)";119;81;38;81;47;34;38;5,4;
1419072;"Łąck (2)";104;63;38;78;50;28;26;4,8;
1419082;"Mała Wieś (2)";39;14;25;51;23;28;-12;-2,1;
1419092;"Nowy Duninów (2)";31;21;8;46;39;7;-15;-3,8;
1419102;"Radzanowo (2)";156;109;47;85;58;27;71;8,2;
1419112;"Słubice (2)";27;9;18;44;27;17;-17;-4,1;
1419122;"Słupno (2)";196;164;32;108;75;32;88;9,8;
1419132;"Stara Biała (2)";197;143;51;146;99;46;51;4,2;
1419142;"Staroźreby (2)";75;38;36;99;58;41;-24;-3,5;
1419153;"Wyszogród (3)";32;11;21;63;39;22;-31;-5,9;
1419154;"Wyszogród - miasto (4)";10;3;7;32;23;9;-22;-9,2;
1419155;"Wyszogród - obszar wiejski (5)";22;8;14;31;16;13;-9;-3,2;
1420000;"Powiat płoński";921;445;463;941;498;437;-20;-0,2;
1420011;"Płońsk (1)";223;67;152;256;97;155;-33;-1,5;
1420021;"Raciąż (1)";55;4;51;50;25;25;5;1,3;
1420032;"Baboszewo (2)";60;31;29;72;45;27;-12;-1,6;
1420052;"Dzierzążnia (2)";31;13;17;39;22;16;-8;-2,4;
1420062;"Joniec (2)";79;52;27;35;23;12;44;15,9;
1420072;"Naruszewo (2)";40;17;20;79;43;36;-39;-6,6;
1420092;"Płońsk (2)";179;120;59;89;54;35;90;10,7;
1420102;"Raciąż (2)";52;17;35;106;70;35;-54;-6,8;
1420122;"Załuski (2)";60;41;18;69;38;31;-9;-1,6;
1421000;"Powiat pruszkowski";4066;2917;916;2281;1305;957;1785;10,0;
1421011;"Piastów (1)";289;220;57;349;225;118;-60;-2,6;
1421021;"Pruszków (1)";1129;698;365;914;389;523;215;3,3;
1421033;"Brwinów (3)";720;539;154;398;288;109;322;10,8;
1421034;"Brwinów - miasto (4)";295;211;75;183;132;51;112;7,7;
1421035;"Brwinów - obszar wiejski (5)";425;328;79;215;156;58;210;13,7;
1421042;"Michałowice (2)";393;334;47;212;148;56;181;9,3;
1421052;"Nadarzyn (2)";737;575;135;175;112;62;562;31,2;
1421062;"Raszyn (2)";798;551;158;233;143;89;565;24,4;
1422000;"Powiat przasnyski";397;154;238;622;394;225;-225;-4,6;
1422011;"Przasnysz (1)";183;55;127;179;101;75;4;0,2;
1422023;"Chorzele (3)";65;25;37;123;82;41;-58;-6,2;
1422024;"Chorzele - miasto (4)";25;7;17;43;25;18;-18;-6,2;
1422025;"Chorzele - obszar wiejski (5)";40;18;20;80;57;23;-40;-6,3;
1422032;"Czernice Borowe (2)";26;15;11;50;32;18;-24;-6,8;
1422042;"Jednorożec (2)";49;25;23;89;48;41;-40;-6,0;
1422052;"Krasne (2)";19;10;9;52;34;18;-33;-10,0;
1422062;"Krzynowłoga Mała (2)";21;10;11;36;22;14;-15;-4,6;
1422072;"Przasnysz (2)";34;14;20;93;75;18;-59;-8,6;
1423000;"Powiat przysuski";240;93;146;411;253;158;-171;-4,4;
1423012;"Borkowice (2)";30;16;14;49;30;19;-19;-4,7;
1423022;"Gielniów (2)";29;10;19;29;15;14;0;0,0;
1423032;"Klwów (2)";15;8;7;29;18;11;-14;-4,5;
1423042;"Odrzywół (2)";9;6;2;26;23;3;-17;-5,0;
1423052;"Potworów (2)";29;12;17;33;18;15;-4;-1,0;
1423063;"Przysucha (3)";74;23;51;126;84;42;-52;-4,8;
1423064;"Przysucha - miasto (4)";29;4;25;71;50;21;-42;-7,9;
1423065;"Przysucha - obszar wiejski (5)";45;19;26;55;34;21;-10;-1,8;
1423072;"Rusinów (2)";18;6;12;50;25;25;-32;-8,0;
1423082;"Wieniawa (2)";36;12;24;69;40;29;-33;-6,5;
1424000;"Powiat pułtuski";521;276;228;510;273;236;11;0,2;
1424012;"Gzy (2)";26;17;9;53;30;23;-27;-7,6;
1424022;"Obryte (2)";41;28;13;33;22;11;8;1,8;
1424032;"Pokrzywnica (2)";46;35;11;53;32;21;-7;-1,4;
1424043;"Pułtusk (3)";272;133;127;275;141;134;-3;-0,1;
1424044;"Pułtusk - miasto (4)";152;46;101;204;89;115;-52;-2,7;
1424045;"Pułtusk - obszar wiejski (5)";120;87;26;71;52;19;49;9,7;
1424052;"Świercze (2)";50;15;33;33;18;14;17;3,8;
1424062;"Winnica (2)";36;13;22;21;9;12;15;3,7;
1424072;"Zatory (2)";50;35;13;42;21;21;8;1,7;
1425000;"Powiat radomski";1808;1191;597;1454;821;618;354;2,3;
1425011;"Pionki (1)";108;39;68;207;102;104;-99;-6,1;
1425022;"Gózd (2)";163;105;56;77;34;43;86;9,2;
1425033;"Iłża (3)";104;40;63;171;90;74;-67;-4,9;
1425034;"Iłża - miasto (4)";45;17;27;68;31;35;-23;-5,4;
1425035;"Iłża - obszar wiejski (5)";59;23;36;103;59;39;-44;-4,7;
